Gene ID,0.5_lowLight,2_lowLight,4_lowLight,6_lowLight,8_lowLight,9_lowLight,10_lowLight,12_lowLight,0.5_ClearLight,2_ClearLight,4_ClearLight,6_ClearLight,8_ClearLight,9_ClearLight,10_ClearLight,12_ClearLight
 Synpcc7942_0758 ,0.20,0.21,0.38,0.27,0.32,0.31,0.35,0.17,0.50,0.42,0.28,0.29,0.30,0.39,0.39,0.28
 Synpcc7942_0759 ,0.19,0.33,0.77,0.65,0.88,0.40,0.79,0.16,1.01,0.57,0.40,0.57,0.77,0.98,1.04,1.83
 Synpcc7942_0760 ,0.12,0.11,0.44,0.37,0.53,0.24,0.50,0.04,0.76,0.37,0.28,0.37,0.58,0.70,0.64,0.94
 Synpcc7942_0761 ,0.15,0.13,0.27,0.28,0.41,0.23,0.40,0.11,0.78,0.31,0.27,0.29,0.35,0.46,0.42,0.33
 Synpcc7942_0762 ,0.60,0.72,1.07,1.05,1.27,1.02,1.08,0.38,1.18,0.82,0.67,0.78,0.97,1.06,1.04,1.39
 Synpcc7942_0763 ,0.10,0.13,0.10,0.14,0.16,0.17,0.20,0.08,0.10,0.12,0.12,0.15,0.12,0.14,0.18,0.23
 Synpcc7942_0764 ,0.14,0.33,0.33,0.35,0.43,0.41,0.51,0.37,0.23,0.29,0.25,0.32,0.31,0.46,0.49,1.06
 Synpcc7942_0765 ,0.00,0.01,0.01,0.02,0.03,0.02,0.01,0.01,0.01,0.00,0.00,0.01,0.02,0.01,0.00,0.02
 Synpcc7942_0766 ,0.02,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.02,0.04
 Synpcc7942_0767 ,0.06,0.04,0.06,0.06,0.05,0.05,0.03,0.04,0.04,0.02,0.02,0.02,0.03,0.03,0.06,0.08
 Synpcc7942_0768 ,0.22,0.44,0.63,1.04,2.14,2.52,2.32,1.72,0.25,0.13,0.18,0.22,0.49,0.94,2.10,13.04
 Synpcc7942_0769 ,0.14,0.26,0.29,0.49,1.16,1.32,1.22,0.99,0.15,0.09,0.11,0.15,0.27,0.48,1.24,3.76
 Synpcc7942_0770 ,0.14,0.18,0.28,0.41,0.83,0.84,0.84,0.62,0.16,0.10,0.11,0.13,0.20,0.35,0.65,1.97
 Synpcc7942_0771 ,0.25,0.21,0.19,0.21,0.19,0.17,0.18,0.15,0.29,0.21,0.23,0.22,0.21,0.20,0.20,0.30
 Synpcc7942_0772 ,0.36,0.27,0.22,0.24,0.22,0.23,0.24,0.26,0.25,0.26,0.27,0.22,0.17,0.19,0.22,0.20
 Synpcc7942_0773 ,0.96,0.96,0.86,0.72,0.75,0.83,0.86,1.05,0.74,0.71,0.56,0.56,0.57,0.52,0.57,0.87
 Synpcc7942_0774 ,0.39,0.41,0.32,0.34,0.37,0.42,0.40,0.47,0.38,0.36,0.27,0.29,0.28,0.32,0.36,0.80
 Synpcc7942_0775 ,0.61,0.66,0.60,0.47,0.28,0.40,0.33,0.49,0.46,0.68,0.66,0.65,0.45,0.39,0.41,0.20
 Synpcc7942_0776 ,1.14,1.42,1.41,1.13,0.71,0.78,0.87,0.87,1.06,1.62,1.50,1.42,1.10,1.00,0.85,0.58
 Synpcc7942_0777 ,0.29,0.34,0.31,0.35,0.37,0.41,0.39,0.39,0.28,0.33,0.39,0.36,0.39,0.36,0.44,0.70
 Synpcc7942_0778 ,0.21,0.11,0.20,0.20,0.20,0.14,0.14,0.18,0.25,0.14,0.15,0.16,0.20,0.18,0.17,0.21
 Synpcc7942_0779 ,0.71,0.43,0.36,0.40,0.50,0.55,0.52,0.61,0.95,0.36,0.27,0.28,0.32,0.34,0.39,0.77
 Synpcc7942_0780 ,0.09,0.17,0.18,0.25,0.35,0.41,0.34,0.38,0.13,0.07,0.09,0.10,0.16,0.20,0.32,1.60
 Synpcc7942_0781 ,0.06,0.20,0.29,0.52,0.69,0.66,0.57,0.44,0.06,0.05,0.06,0.09,0.17,0.32,0.60,6.78
 Synpcc7942_0782 ,0.43,0.38,0.37,0.35,0.36,0.41,0.38,0.36,0.63,0.44,0.42,0.37,0.34,0.39,0.39,0.55
 Synpcc7942_0783 ,0.36,0.59,0.52,0.46,0.42,0.56,0.57,0.56,0.41,0.59,0.52,0.52,0.45,0.43,0.52,0.67
 Synpcc7942_0784 ,0.34,0.30,0.38,0.63,0.60,0.48,0.41,0.37,0.41,0.22,0.23,0.33,0.49,0.47,0.43,0.65
 Synpcc7942_0785 ,0.06,0.03,0.06,0.07,0.06,0.05,0.04,0.05,0.06,0.02,0.03,0.04,0.05,0.05,0.04,0.06
 Synpcc7942_0786 ,0.15,0.19,0.20,0.14,0.07,0.08,0.12,0.10,0.18,0.23,0.23,0.17,0.13,0.12,0.11,0.06
 Synpcc7942_0787 ,0.77,0.32,0.40,0.45,0.46,0.46,0.46,0.37,0.59,0.23,0.32,0.28,0.36,0.34,0.36,0.33
 Synpcc7942_0788 ,1.22,1.01,1.25,1.08,0.85,0.84,0.77,0.71,1.54,1.23,1.38,1.18,1.03,1.06,0.95,0.68
 Synpcc7942_0789 ,0.23,0.27,0.54,0.86,0.80,0.44,0.39,0.35,0.23,0.33,0.37,0.50,0.73,0.80,0.55,0.33
 Synpcc7942_0790 ,12.28,10.35,8.86,8.15,8.01,9.29,8.96,8.74,8.75,12.90,8.85,6.97,5.84,6.41,6.94,1.88
 Synpcc7942_0791 ,0.22,0.13,0.11,0.09,0.10,0.12,0.12,0.14,0.25,0.09,0.12,0.10,0.09,0.09,0.09,0.10
 Synpcc7942_0792 ,0.33,0.17,0.16,0.17,0.18,0.24,0.22,0.16,0.44,0.20,0.20,0.19,0.17,0.17,0.21,0.29
 Synpcc7942_0793 ,0.91,1.19,1.44,1.36,1.22,1.04,0.96,0.97,1.21,0.68,0.71,0.74,0.84,0.94,0.83,1.08
 Synpcc7942_0794 ,2.57,3.77,3.90,4.34,5.74,6.11,6.28,6.03,4.09,3.26,3.60,3.52,4.54,5.78,6.06,7.87
 Synpcc7942_0795 ,0.20,0.09,0.21,0.26,0.25,0.12,0.15,0.11,0.19,0.08,0.14,0.18,0.25,0.22,0.15,0.09
 Synpcc7942_0796 ,0.12,0.14,0.11,0.13,0.28,0.30,0.34,0.33,0.19,0.15,0.14,0.13,0.18,0.17,0.28,0.64
 Synpcc7942_0797 ,0.14,0.27,0.57,2.36,2.86,2.29,2.04,2.66,0.08,0.09,0.18,0.95,1.56,0.94,0.92,1.85
 Synpcc7942_0798 ,0.23,0.12,0.09,0.12,0.15,0.20,0.16,0.21,0.20,0.14,0.15,0.13,0.12,0.12,0.17,0.23
 Synpcc7942_0799 ,0.23,0.22,0.20,0.18,0.20,0.24,0.25,0.26,0.23,0.21,0.25,0.23,0.22,0.24,0.22,0.30
 Synpcc7942_0800 ,0.35,0.49,0.65,0.51,0.28,0.22,0.25,0.34,0.22,0.48,0.51,0.60,0.43,0.35,0.29,0.17
 Synpcc7942_0801 ,4.09,5.10,4.62,3.83,3.27,3.86,4.19,3.38,5.45,7.54,6.54,6.03,4.69,4.68,4.26,4.52
 Synpcc7942_0802 ,0.25,0.26,0.22,0.19,0.16,0.19,0.21,0.23,0.34,0.30,0.31,0.28,0.23,0.25,0.20,0.18
 Synpcc7942_0803 ,0.25,0.28,0.29,0.27,0.32,0.30,0.31,0.33,0.27,0.23,0.19,0.14,0.19,0.26,0.25,0.57
 Synpcc7942_0804 ,0.41,0.50,0.38,0.37,0.48,0.54,0.65,0.59,0.47,0.52,0.48,0.45,0.47,0.49,0.57,1.24
 Synpcc7942_0805 ,0.40,0.56,0.63,0.64,0.61,0.68,0.73,0.61,0.39,0.67,0.64,0.61,0.59,0.64,0.76,0.80
 Synpcc7942_0806 ,0.16,0.24,0.32,0.31,0.31,0.31,0.33,0.33,0.19,0.28,0.33,0.29,0.31,0.32,0.34,0.25
 Synpcc7942_0807 ,0.17,0.15,0.16,0.20,0.26,0.25,0.30,0.23,0.31,0.11,0.10,0.13,0.18,0.18,0.29,0.77
 Synpcc7942_0808 ,0.56,0.21,0.26,0.22,0.23,0.20,0.20,0.16,0.66,0.16,0.20,0.20,0.23,0.28,0.29,0.27
 Synpcc7942_0809 ,0.33,0.31,0.40,0.40,0.30,0.25,0.24,0.26,0.29,0.31,0.30,0.33,0.40,0.36,0.29,0.22
 Synpcc7942_0810 ,0.13,0.12,0.14,0.18,0.12,0.08,0.10,0.08,0.14,0.17,0.16,0.21,0.19,0.25,0.12,0.06
 Synpcc7942_0811 ,0.28,0.27,0.24,0.25,0.17,0.19,0.21,0.20,0.27,0.29,0.34,0.30,0.26,0.25,0.20,0.18
 Synpcc7942_0812 ,0.60,0.57,0.72,1.02,0.99,0.78,0.76,0.66,0.56,0.66,0.63,0.77,0.89,0.99,0.84,1.12
 Synpcc7942_0813 ,0.57,0.44,0.59,0.75,0.77,0.67,0.57,0.57,0.58,0.58,0.62,0.60,0.72,0.74,0.74,0.69
 Synpcc7942_0814 ,0.58,0.49,0.53,0.51,0.51,0.49,0.45,0.62,0.54,0.68,0.58,0.56,0.54,0.43,0.58,0.39
 Synpcc7942_0815 ,0.44,0.36,0.33,0.27,0.31,0.36,0.34,0.37,0.44,0.41,0.42,0.33,0.29,0.28,0.31,0.30
 Synpcc7942_0816 ,0.28,0.12,0.11,0.09,0.09,0.09,0.10,0.11,0.43,0.17,0.13,0.12,0.12,0.09,0.08,0.06
 Synpcc7942_0817 ,0.38,0.21,0.21,0.18,0.20,0.29,0.38,0.29,0.53,0.24,0.23,0.19,0.20,0.22,0.23,0.57
 Synpcc7942_0818 ,1.61,2.29,1.76,1.40,1.32,1.57,1.36,1.86,1.25,2.31,1.87,1.75,1.59,1.49,1.36,0.93
 Synpcc7942_0819 ,1.27,1.83,1.45,1.20,1.13,1.19,1.25,1.22,1.21,2.27,2.20,1.71,1.53,1.37,1.31,0.76
 Synpcc7942_0820 ,1.07,0.99,0.87,0.85,0.95,0.78,0.88,1.03,1.12,1.29,1.26,1.04,1.09,1.05,0.92,0.86
 Synpcc7942_0821 ,0.31,0.22,0.25,0.19,0.17,0.16,0.18,0.15,0.28,0.21,0.23,0.20,0.20,0.17,0.15,0.14
 Synpcc7942_0822 ,0.33,0.23,0.21,0.22,0.19,0.21,0.20,0.23,0.42,0.24,0.25,0.21,0.22,0.21,0.16,0.24
 Synpcc7942_0823 ,0.28,0.38,0.44,0.40,0.36,0.36,0.33,0.39,0.28,0.28,0.31,0.32,0.26,0.27,0.27,0.41
 Synpcc7942_0824 ,0.19,0.21,0.26,0.24,0.23,0.23,0.21,0.18,0.23,0.18,0.18,0.19,0.16,0.16,0.18,0.19
 Synpcc7942_0825 ,0.20,0.19,0.19,0.19,0.17,0.14,0.14,0.12,0.15,0.20,0.20,0.20,0.20,0.16,0.13,0.05
 Synpcc7942_0826 ,0.18,0.25,0.28,0.22,0.15,0.14,0.15,0.17,0.21,0.22,0.25,0.22,0.17,0.17,0.13,0.08
 Synpcc7942_0827 ,0.59,0.54,0.49,0.49,0.62,0.93,0.93,0.82,0.72,0.67,0.70,0.66,0.61,0.70,0.89,0.92
 Synpcc7942_0828 ,0.39,0.32,0.22,0.26,0.45,0.59,0.64,0.58,0.40,0.33,0.39,0.34,0.44,0.46,0.69,0.90
 Synpcc7942_0829 ,1.60,0.59,0.53,0.47,0.65,0.88,1.09,1.17,1.61,2.57,1.70,1.21,0.91,1.00,1.08,0.14
 Synpcc7942_0830 ,0.45,0.49,0.45,0.38,0.39,0.47,0.49,0.45,0.43,0.88,0.74,0.63,0.49,0.40,0.46,0.46
 Synpcc7942_0831 ,0.10,0.07,0.07,0.05,0.06,0.06,0.05,0.06,0.18,0.06,0.05,0.07,0.06,0.08,0.09,0.09
 Synpcc7942_0833 ,0.51,0.67,0.58,0.50,0.57,0.59,0.56,0.58,0.76,0.67,0.54,0.56,0.53,0.55,0.56,1.00
 Synpcc7942_0834 ,0.99,0.05,0.07,0.48,10.85,35.38,53.06,31.19,2.84,0.05,0.03,0.05,0.40,2.24,9.68,205.29
 Synpcc7942_0835 ,0.38,0.35,0.36,0.29,0.24,0.25,0.26,0.28,0.42,0.29,0.26,0.26,0.22,0.22,0.21,0.29
 Synpcc7942_0836 ,0.04,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.09,0.01,0.01,0.01,0.01,0.01,0.02,0.01
 Synpcc7942_0837 ,0.08,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.20,0.00,0.01,0.02,0.02,0.03,0.01,0.00
 Synpcc7942_0838 ,0.12,0.02,0.03,0.03,0.03,0.02,0.02,0.01,0.38,0.02,0.03,0.04,0.02,0.04,0.04,0.02
 Synpcc7942_0839 ,0.15,0.04,0.06,0.05,0.05,0.05,0.04,0.02,0.89,0.03,0.05,0.06,0.06,0.07,0.08,0.01
 Synpcc7942_0840 ,0.40,0.07,0.09,0.09,0.07,0.07,0.07,0.07,1.97,0.05,0.11,0.15,0.11,0.16,0.17,0.02
 Synpcc7942_0841 ,0.09,0.06,0.06,0.07,0.08,0.06,0.06,0.07,0.36,0.03,0.05,0.06,0.04,0.07,0.08,0.05
 Synpcc7942_0842 ,0.54,0.70,0.68,0.62,0.54,0.58,0.61,0.66,0.62,1.23,1.10,1.01,0.80,0.77,0.66,0.38
 Synpcc7942_0843 ,2.37,3.87,3.92,3.53,2.97,3.07,3.51,3.35,2.79,5.99,4.84,5.14,4.35,4.10,3.64,1.52
 Synpcc7942_0844 ,1.01,0.95,0.80,0.77,0.97,0.95,0.86,0.94,1.07,0.59,0.50,0.51,0.56,0.65,0.71,1.48
 Synpcc7942_0845 ,0.08,0.06,0.05,0.05,0.05,0.06,0.01,0.02,0.04,0.02,0.01,0.02,0.03,0.03,0.01,0.03
 Synpcc7942_0846 ,0.75,0.55,0.62,0.95,0.73,0.63,0.50,0.56,1.03,0.49,0.61,0.61,0.72,0.65,0.51,0.65
 Synpcc7942_0847 ,0.81,0.50,0.88,1.50,1.09,0.63,0.50,0.48,1.29,0.55,0.78,0.96,1.01,0.91,0.62,0.38
 Synpcc7942_0848 ,0.41,0.27,0.27,0.22,0.18,0.15,0.16,0.18,0.41,0.31,0.29,0.25,0.20,0.18,0.15,0.10
 Synpcc7942_0849 ,2.47,3.29,4.16,3.44,2.85,2.65,2.55,2.31,1.66,2.86,3.14,2.83,2.65,2.70,2.59,1.81
 Synpcc7942_0850 ,4.98,3.19,4.13,2.70,1.72,1.83,1.96,2.19,2.24,4.66,4.51,4.37,3.54,2.65,2.36,1.33
 Synpcc7942_0851 ,0.62,0.48,0.50,0.38,0.33,0.35,0.38,0.47,0.58,0.68,0.59,0.59,0.44,0.44,0.40,0.44
 Synpcc7942_0853 ,1.04,0.93,1.16,1.01,0.52,0.52,0.69,0.64,0.70,1.69,1.46,1.47,1.03,0.81,0.66,0.21
 Synpcc7942_0854 ,0.42,0.49,0.44,0.35,0.26,0.30,0.34,0.37,0.30,0.61,0.63,0.55,0.45,0.39,0.37,0.26
 Synpcc7942_0855 ,0.31,2.65,1.35,0.60,0.29,0.21,0.27,0.08,0.52,1.23,0.84,0.72,0.48,0.40,0.31,0.59
 Synpcc7942_0856 ,0.74,5.24,2.26,1.09,0.59,0.47,0.50,0.28,0.86,2.02,1.47,1.16,0.71,0.69,0.57,1.11
 Synpcc7942_0857 ,0.53,3.49,1.46,0.81,0.38,0.40,0.36,0.24,0.70,1.33,1.00,0.80,0.50,0.45,0.38,0.87
 Synpcc7942_0858 ,0.54,3.15,1.41,0.71,0.44,0.46,0.44,0.31,0.85,1.15,0.84,0.70,0.43,0.39,0.40,0.83
 Synpcc7942_0859 ,0.27,1.63,0.74,0.36,0.26,0.27,0.26,0.19,0.52,0.67,0.43,0.38,0.23,0.23,0.22,0.43
 Synpcc7942_0860 ,0.30,1.30,0.64,0.39,0.35,0.34,0.36,0.28,0.71,0.54,0.39,0.33,0.24,0.24,0.32,0.39
 Synpcc7942_0861 ,1.17,1.32,1.15,1.05,1.19,1.56,1.82,1.72,1.04,1.55,1.39,1.30,1.22,1.21,1.37,1.45
 Synpcc7942_0862 ,0.43,0.38,0.54,0.50,0.95,1.27,1.27,1.25,0.37,0.31,0.44,0.45,0.60,0.70,1.13,1.36
 Synpcc7942_0863 ,1.10,1.51,1.49,1.28,1.18,1.40,1.53,1.56,1.10,1.40,1.38,1.27,1.19,1.27,1.32,1.61
 Synpcc7942_0864 ,2.52,2.72,2.73,2.38,1.80,1.88,2.13,2.36,1.66,3.36,2.75,2.69,2.15,1.90,1.74,1.33
 Synpcc7942_0865 ,0.94,0.56,0.63,0.60,0.49,0.52,0.52,0.56,0.78,1.26,1.25,1.09,0.84,0.62,0.56,0.24
 Synpcc7942_0866 ,0.88,0.53,0.71,0.70,0.59,0.42,0.36,0.43,0.66,0.76,0.75,0.69,0.59,0.47,0.37,0.19
 Synpcc7942_0867 ,1.07,0.49,0.42,0.46,0.44,0.40,0.42,0.42,0.96,1.04,0.84,0.80,0.52,0.44,0.30,0.19
 Synpcc7942_0868 ,0.76,0.29,0.25,0.25,0.26,0.23,0.24,0.23,0.75,0.51,0.47,0.42,0.32,0.24,0.19,0.08
 Synpcc7942_0869 ,0.32,0.15,0.16,0.20,0.18,0.15,0.17,0.17,0.40,0.29,0.19,0.18,0.18,0.16,0.14,0.15
 Synpcc7942_0870 ,0.36,0.32,0.45,0.55,0.57,0.45,0.54,0.33,0.56,0.31,0.24,0.36,0.40,0.44,0.42,0.75
 Synpcc7942_0871 ,0.25,0.35,0.42,0.33,0.45,0.32,0.39,0.20,0.39,0.25,0.23,0.34,0.29,0.31,0.37,0.50
 Synpcc7942_0872 ,0.03,0.03,0.04,0.03,0.02,0.03,0.04,0.02,0.05,0.03,0.04,0.05,0.02,0.04,0.03,0.04
 Synpcc7942_0873 ,0.06,0.11,0.39,0.36,0.28,0.15,0.22,0.07,0.15,0.15,0.20,0.25,0.32,0.32,0.26,0.24
 Synpcc7942_0874 ,0.24,0.22,0.21,0.18,0.19,0.17,0.18,0.19,0.23,0.22,0.19,0.17,0.17,0.17,0.16,0.14
 Synpcc7942_0875 ,0.42,0.65,0.50,0.49,0.53,0.50,0.52,0.61,0.46,0.51,0.42,0.37,0.45,0.41,0.41,0.42
 Synpcc7942_0876 ,0.53,0.61,0.50,0.42,0.39,0.49,0.52,0.52,0.45,0.71,0.64,0.56,0.44,0.44,0.46,0.60
 Synpcc7942_0877 ,0.42,0.31,0.29,0.25,0.29,0.35,0.37,0.38,0.49,0.36,0.37,0.36,0.27,0.30,0.31,0.38
 Synpcc7942_0878 ,1.01,0.95,0.67,0.68,0.84,0.99,1.11,1.02,1.07,1.32,0.79,0.77,0.60,0.63,0.74,0.83
 Synpcc7942_0879 ,0.74,0.41,0.25,0.28,0.38,0.50,0.53,0.58,0.71,0.85,0.44,0.45,0.33,0.29,0.39,0.22
 Synpcc7942_0880 ,0.46,0.53,0.46,0.38,0.31,0.40,0.33,0.45,0.48,0.42,0.42,0.40,0.29,0.31,0.33,0.39
 Synpcc7942_0881 ,0.26,0.45,0.42,0.30,0.23,0.25,0.23,0.25,0.20,0.42,0.42,0.37,0.27,0.22,0.21,0.15
 Synpcc7942_0882 ,0.89,0.66,0.57,0.59,0.61,0.72,0.79,0.76,0.80,1.26,0.97,0.98,0.69,0.66,0.57,0.39
 Synpcc7942_0883 ,15.37,15.11,14.80,14.27,11.40,15.09,18.61,13.87,11.01,37.18,29.50,27.74,20.19,16.84,15.59,11.48
 Synpcc7942_0884 ,20.73,20.91,19.51,19.25,14.82,19.79,23.09,20.81,13.78,45.16,39.05,36.14,27.13,23.29,21.89,17.57
 Synpcc7942_0885 ,11.13,9.12,8.15,8.59,6.24,8.35,9.44,9.40,7.66,21.29,17.66,17.51,12.13,10.08,9.27,4.82
 Synpcc7942_0886 ,8.33,6.77,5.98,5.38,4.52,6.09,6.70,6.00,4.87,13.89,12.01,11.25,7.35,5.79,5.57,3.38
 Synpcc7942_0887 ,8.56,7.52,6.28,5.73,4.76,6.50,7.05,6.84,5.17,13.35,10.70,10.47,7.05,5.81,5.27,4.34
 Synpcc7942_0888 ,0.14,0.15,0.18,0.20,0.16,0.20,0.17,0.19,0.12,0.16,0.15,0.24,0.23,0.23,0.20,0.30
 Synpcc7942_0889 ,0.20,0.25,0.29,0.29,0.30,0.26,0.28,0.25,0.20,0.20,0.25,0.26,0.30,0.31,0.31,0.35
 Synpcc7942_0890 ,1.80,1.94,1.92,1.76,1.71,1.90,1.84,1.94,2.14,2.28,2.22,2.11,1.88,1.86,1.89,2.39
 Synpcc7942_0891 ,0.14,0.17,0.28,0.35,0.43,0.38,0.41,0.15,0.62,0.13,0.20,0.39,0.43,0.53,0.54,0.26
 Synpcc7942_0892 ,0.08,0.06,0.05,0.07,0.08,0.08,0.06,0.09,0.08,0.05,0.06,0.05,0.06,0.05,0.05,0.05
 Synpcc7942_0893 ,0.00,0.01,0.01,0.01,0.01,0.02,0.00,0.01,0.00,0.04,0.07,0.06,0.04,0.02,0.01,0.00
 Synpcc7942_0894 ,0.32,0.25,0.20,0.16,0.13,0.13,0.15,0.13,0.16,0.29,0.25,0.24,0.21,0.16,0.14,0.10
 Synpcc7942_0895 ,0.11,0.15,0.13,0.11,0.08,0.10,0.12,0.14,0.11,0.18,0.17,0.16,0.12,0.11,0.11,0.12
 Synpcc7942_0896 ,1.47,1.52,1.56,1.23,1.16,1.22,1.24,1.51,1.08,1.61,1.49,1.32,1.10,1.00,0.95,1.10
 Synpcc7942_0897 ,0.92,0.81,1.00,0.81,0.87,0.80,0.87,0.74,0.77,0.93,0.80,0.97,0.74,0.69,0.67,0.52
 Synpcc7942_0898 ,0.83,0.48,0.60,0.53,0.64,0.53,0.61,0.64,0.63,0.77,0.71,0.63,0.54,0.52,0.56,0.37
 Synpcc7942_0899 ,0.10,0.12,0.14,0.12,0.12,0.13,0.12,0.11,0.08,0.14,0.14,0.10,0.11,0.09,0.10,0.07
 Synpcc7942_0900 ,0.21,0.50,0.47,0.72,0.91,0.66,0.61,0.59,0.58,0.19,0.24,0.29,0.55,0.53,0.56,4.65
 Synpcc7942_0901 ,0.19,0.21,0.31,0.16,0.10,0.09,0.07,0.10,0.08,0.16,0.21,0.17,0.16,0.11,0.08,0.02
 Synpcc7942_0902 ,0.14,0.07,0.11,0.07,0.09,0.07,0.08,0.06,0.14,0.08,0.08,0.08,0.08,0.07,0.06,0.12
 Synpcc7942_0903 ,1.09,1.03,1.01,0.97,0.73,0.81,0.79,0.74,1.69,1.54,1.61,1.58,1.32,1.25,1.22,0.81
 Synpcc7942_0904 ,0.56,0.68,0.60,0.71,1.21,1.32,1.26,1.07,1.34,0.62,0.63,0.73,0.96,1.23,1.40,3.22
 Synpcc7942_0905 ,9.28,94.44,19.25,8.26,5.60,4.44,4.23,2.55,24.62,32.76,15.58,15.57,15.23,15.85,15.28,43.54
 Synpcc7942_0906 ,0.34,1.68,0.62,0.46,0.33,0.31,0.35,0.20,1.60,1.13,0.75,0.74,0.81,0.73,0.68,1.46
 Synpcc7942_0907 ,0.23,0.37,0.07,0.12,0.11,0.06,0.13,0.05,0.49,0.19,0.13,0.16,0.19,0.15,0.17,0.24
 Synpcc7942_0908 ,0.25,0.35,0.55,0.50,0.36,0.22,0.19,0.17,0.31,0.30,0.34,0.38,0.48,0.42,0.32,0.18
 Synpcc7942_0909 ,1.37,1.74,1.73,1.91,1.75,1.88,1.86,1.68,2.13,1.78,1.75,1.93,2.01,2.16,2.32,2.77
 Synpcc7942_0910 ,1.84,2.59,2.37,2.19,2.03,2.10,2.06,2.02,2.50,2.72,2.62,2.31,2.29,2.31,2.43,2.40
 Synpcc7942_0911 ,1.27,1.46,1.20,1.08,1.15,1.24,1.15,1.08,1.62,1.85,1.87,1.74,1.40,1.36,1.39,0.84
 Synpcc7942_0912 ,0.14,0.10,0.11,0.13,0.13,0.11,0.10,0.12,0.19,0.15,0.14,0.13,0.11,0.12,0.11,0.08
 Synpcc7942_0913 ,0.19,0.03,0.03,0.07,0.08,0.07,0.10,0.11,0.33,0.09,0.09,0.07,0.08,0.07,0.10,0.04
 Synpcc7942_0914 ,0.46,0.20,0.22,0.26,0.33,0.35,0.34,0.30,0.94,0.40,0.36,0.31,0.34,0.38,0.38,0.13
 Synpcc7942_0915 ,1.74,2.05,2.29,2.85,3.57,3.25,3.24,2.29,2.27,1.95,2.46,2.21,2.82,3.43,4.08,3.16
 Synpcc7942_0916 ,4.67,4.31,5.00,5.49,6.55,6.15,5.81,5.99,4.42,3.28,2.87,3.56,4.29,4.51,5.61,7.32
 Synpcc7942_0917 ,1.47,4.03,3.93,3.76,3.21,2.76,2.75,2.63,1.08,2.70,2.67,3.19,3.78,3.77,3.62,4.43
 Synpcc7942_0918 ,0.52,1.01,1.30,1.33,1.10,0.88,0.75,0.73,0.41,0.88,1.22,1.19,1.38,1.40,1.08,0.44
 Synpcc7942_0919 ,1.53,1.27,1.30,1.23,1.31,1.43,1.67,1.25,1.82,1.65,1.53,1.51,1.39,1.35,1.53,0.86
 Synpcc7942_0920 ,4.10,26.37,35.48,31.00,19.77,16.00,11.84,13.89,1.43,6.25,8.04,8.68,10.08,8.71,7.96,3.82
 Synpcc7942_0921 ,0.20,0.15,0.18,0.22,0.22,0.16,0.18,0.14,0.17,0.15,0.14,0.18,0.16,0.20,0.20,0.16
 Synpcc7942_0922 ,0.15,0.13,0.12,0.12,0.11,0.12,0.12,0.13,0.14,0.19,0.20,0.20,0.12,0.15,0.13,0.07
 Synpcc7942_0923 ,0.58,0.62,0.58,0.51,0.48,0.53,0.54,0.46,0.59,0.71,0.68,0.66,0.54,0.53,0.54,0.53
 Synpcc7942_0924 ,0.22,0.29,0.28,0.25,0.28,0.34,0.34,0.33,0.23,0.28,0.26,0.25,0.25,0.25,0.30,0.66
 Synpcc7942_0925 ,0.50,0.58,0.56,0.41,0.33,0.40,0.37,0.49,0.36,0.75,0.70,0.65,0.49,0.47,0.42,0.29
 Synpcc7942_0926 ,0.45,0.53,0.53,0.50,0.38,0.31,0.28,0.28,0.55,0.43,0.48,0.44,0.47,0.44,0.38,0.23
 Synpcc7942_0927 ,0.86,0.95,0.94,0.82,0.66,0.59,0.69,0.66,0.88,1.17,1.13,1.03,0.81,0.75,0.63,0.38
 Synpcc7942_0928 ,0.98,1.95,2.44,2.06,1.33,1.23,1.32,1.37,0.60,2.35,2.52,2.55,2.03,1.76,1.59,0.74
 Synpcc7942_0929 ,0.75,1.07,1.15,0.96,0.76,0.70,0.70,0.84,0.35,1.13,1.17,1.02,0.88,0.75,0.67,0.36
 Synpcc7942_0930 ,1.18,1.43,1.51,1.42,1.16,1.00,1.17,1.13,0.98,2.01,1.64,1.53,1.22,1.17,0.98,0.74
 Synpcc7942_0931 ,0.90,0.79,0.75,0.65,0.54,0.55,0.60,0.69,0.70,1.06,0.89,0.84,0.68,0.52,0.53,0.27
 Synpcc7942_0932 ,0.52,0.35,0.32,0.31,0.24,0.24,0.24,0.30,0.43,0.55,0.43,0.42,0.29,0.27,0.22,0.09
 Synpcc7942_0933 ,0.13,0.17,0.16,0.14,0.11,0.09,0.10,0.09,0.16,0.16,0.20,0.18,0.15,0.15,0.09,0.07
 Synpcc7942_0934 ,0.19,0.06,0.06,0.05,0.06,0.05,0.06,0.06,0.56,0.12,0.15,0.13,0.07,0.06,0.07,0.04
 Synpcc7942_0935 ,0.12,0.04,0.07,0.10,0.10,0.08,0.08,0.07,0.10,0.05,0.05,0.06,0.06,0.07,0.07,0.09
 Synpcc7942_0936 ,0.12,0.06,0.11,0.16,0.13,0.08,0.10,0.07,0.14,0.05,0.06,0.08,0.13,0.09,0.11,0.08
