Gene ID,0.5_lowLight,2_lowLight,4_lowLight,6_lowLight,8_lowLight,9_lowLight,10_lowLight,12_lowLight,0.5_ClearLight,2_ClearLight,4_ClearLight,6_ClearLight,8_ClearLight,9_ClearLight,10_ClearLight,12_ClearLight
 Synpcc7942_1510 ,0.35,0.60,0.61,0.70,0.61,0.53,0.50,0.54,0.24,0.20,0.17,0.25,0.35,0.41,0.47,1.31
 Synpcc7942_1511 ,1.00,0.54,0.51,0.58,0.62,0.65,0.55,0.65,1.32,0.76,0.69,0.53,0.54,0.57,0.58,0.84
 Synpcc7942_1512 ,0.37,0.37,0.34,0.29,0.22,0.24,0.26,0.27,0.45,0.71,0.65,0.56,0.36,0.30,0.22,0.15
 Synpcc7942_1513 ,0.65,1.09,1.08,0.92,0.65,0.66,0.66,0.66,0.48,0.71,0.89,0.77,0.66,0.65,0.57,0.43
 Synpcc7942_1514 ,0.42,0.60,0.61,0.51,0.41,0.44,0.40,0.44,0.43,0.48,0.54,0.51,0.41,0.38,0.34,0.34
 Synpcc7942_1515 ,1.21,1.17,1.01,1.22,1.28,1.23,1.11,1.09,1.28,1.27,1.25,1.16,1.09,1.21,1.18,1.14
 Synpcc7942_1516 ,0.22,0.20,0.18,0.21,0.28,0.24,0.24,0.22,0.28,0.16,0.15,0.15,0.12,0.17,0.20,0.32
 Synpcc7942_1517 ,0.26,0.21,0.18,0.21,0.32,0.33,0.34,0.37,0.25,0.21,0.18,0.16,0.21,0.24,0.27,0.56
 Synpcc7942_1518 ,0.13,0.13,0.12,0.10,0.11,0.10,0.12,0.11,0.12,0.12,0.08,0.09,0.08,0.09,0.07,0.14
 Synpcc7942_1519 ,0.94,0.96,0.75,0.71,0.75,0.82,0.85,0.97,1.13,0.92,0.87,0.75,0.78,0.73,0.87,1.20
 Synpcc7942_1520 ,12.65,9.40,10.17,9.54,9.63,10.57,11.93,10.02,6.79,21.43,14.40,13.94,11.35,9.82,8.83,6.19
 Synpcc7942_1521 ,5.21,3.28,3.32,3.56,3.45,4.36,4.35,3.81,3.28,7.63,6.11,5.15,4.53,3.80,3.53,1.30
 Synpcc7942_1522 ,2.68,1.23,1.54,2.02,2.32,2.68,2.79,2.61,1.99,3.04,2.49,2.34,2.27,2.31,2.39,1.37
 Synpcc7942_1523 ,3.11,1.23,1.64,2.12,2.40,2.89,3.12,2.76,2.41,3.51,2.80,2.61,2.62,2.52,2.79,1.31
 Synpcc7942_1524 ,4.15,1.46,1.75,2.44,2.95,3.61,3.75,3.16,2.94,4.44,3.63,3.23,3.17,3.15,3.36,1.71
 Synpcc7942_1525 ,2.55,1.63,1.59,1.61,1.49,1.64,1.67,1.57,3.60,3.13,2.46,2.14,1.88,1.88,1.93,0.95
 Synpcc7942_1526 ,0.21,0.27,0.30,0.26,0.23,0.23,0.26,0.25,0.21,0.33,0.31,0.33,0.26,0.22,0.22,0.17
 Synpcc7942_1527 ,0.15,0.16,0.16,0.15,0.18,0.18,0.18,0.17,0.18,0.14,0.16,0.15,0.16,0.19,0.21,0.39
 Synpcc7942_1528 ,0.49,0.50,0.38,0.44,0.43,0.53,0.46,0.66,0.36,0.38,0.31,0.32,0.36,0.35,0.46,0.58
 Synpcc7942_1529 ,0.20,0.18,0.25,0.19,0.22,0.16,0.14,0.16,0.21,0.15,0.19,0.18,0.20,0.17,0.16,0.13
 Synpcc7942_1530 ,0.02,0.05,0.06,0.06,0.10,0.09,0.08,0.05,0.06,0.06,0.07,0.06,0.08,0.09,0.09,0.13
 Synpcc7942_1531 ,0.15,0.09,0.09,0.08,0.12,0.11,0.12,0.14,0.21,0.10,0.08,0.08,0.09,0.09,0.11,0.17
 Synpcc7942_1532 ,0.09,0.04,0.05,0.04,0.05,0.06,0.06,0.04,0.15,0.06,0.05,0.04,0.04,0.05,0.04,0.04
 Synpcc7942_1533 ,0.26,0.29,0.27,0.25,0.40,0.39,0.37,0.38,0.28,0.25,0.23,0.21,0.26,0.28,0.34,0.54
 Synpcc7942_1534 ,0.62,0.35,0.49,0.44,0.39,0.35,0.35,0.22,1.23,0.24,0.29,0.30,0.32,0.36,0.34,0.34
 Synpcc7942_1535 ,1.05,0.49,0.53,0.76,0.70,0.52,0.40,0.43,1.48,0.27,0.33,0.33,0.47,0.60,0.53,0.38
 Synpcc7942_1536 ,0.56,0.20,0.23,0.34,0.35,0.26,0.22,0.23,0.77,0.15,0.20,0.17,0.25,0.28,0.29,0.20
 Synpcc7942_1537 ,0.19,0.03,0.03,0.07,0.09,0.05,0.06,0.07,0.25,0.04,0.03,0.06,0.07,0.09,0.07,0.01
 Synpcc7942_1538 ,0.04,0.01,0.02,0.02,0.01,0.00,0.01,0.00,0.21,0.00,0.01,0.01,0.02,0.02,0.02,0.00
 Synpcc7942_1539 ,0.01,0.01,0.00,0.01,0.02,0.00,0.03,0.00,0.03,0.03,0.01,0.01,0.00,0.03,0.01,0.02
 Synpcc7942_1540 ,0.03,0.04,0.04,0.05,0.04,0.05,0.06,0.03,0.05,0.05,0.05,0.05,0.06,0.04,0.06,0.08
 Synpcc7942_1541 ,0.07,0.07,0.16,0.10,0.08,0.07,0.14,0.04,0.11,0.11,0.09,0.12,0.10,0.12,0.12,0.22
 Synpcc7942_1542 ,0.25,0.25,0.28,0.25,0.18,0.29,0.32,0.20,0.23,0.21,0.16,0.20,0.18,0.22,0.21,0.53
 Synpcc7942_1543 ,0.07,0.03,0.06,0.05,0.03,0.04,0.02,0.03,0.04,0.04,0.02,0.03,0.03,0.02,0.01,0.02
 Synpcc7942_1544 ,0.29,0.17,0.25,0.29,0.44,0.36,0.28,0.29,0.29,0.13,0.13,0.21,0.31,0.35,0.38,0.41
 Synpcc7942_1545 ,0.19,0.12,0.12,0.21,0.26,0.23,0.21,0.16,0.26,0.11,0.14,0.11,0.21,0.28,0.26,0.30
 Synpcc7942_1546 ,0.15,0.07,0.09,0.10,0.16,0.11,0.12,0.09,0.19,0.07,0.06,0.07,0.11,0.10,0.12,0.13
 Synpcc7942_1547 ,0.04,0.02,0.04,0.05,0.05,0.03,0.05,0.03,0.06,0.01,0.03,0.02,0.02,0.03,0.03,0.03
 Synpcc7942_1548 ,0.99,0.24,0.30,0.20,0.19,0.17,0.16,0.15,1.96,0.20,0.24,0.19,0.14,0.13,0.14,0.30
 Synpcc7942_1549 ,0.18,0.14,0.21,0.22,0.16,0.11,0.11,0.15,0.19,0.07,0.07,0.13,0.15,0.14,0.10,0.22
 Synpcc7942_1550 ,0.09,0.11,0.16,0.17,0.18,0.17,0.17,0.16,0.19,0.06,0.06,0.07,0.11,0.12,0.16,0.31
 Synpcc7942_1551 ,0.14,0.10,0.22,0.25,0.29,0.27,0.27,0.19,0.28,0.08,0.08,0.13,0.14,0.19,0.26,0.47
 Synpcc7942_1552 ,4.71,3.30,2.76,2.60,2.06,2.44,2.45,2.53,2.65,7.43,5.80,4.93,3.86,3.13,2.62,0.96
 Synpcc7942_1553 ,0.23,0.14,0.15,0.14,0.15,0.15,0.14,0.17,0.24,0.16,0.17,0.17,0.17,0.15,0.13,0.18
 Synpcc7942_1554 ,3.18,2.41,2.42,2.28,2.11,2.36,2.22,2.28,3.10,2.97,2.82,2.52,2.37,2.44,2.28,1.94
 Synpcc7942_1555 ,2.29,1.58,1.35,1.24,1.16,1.26,1.39,1.42,2.59,1.93,1.72,1.56,1.48,1.43,1.36,1.29
 Synpcc7942_1556 ,0.91,0.36,0.32,0.59,1.76,2.20,2.65,2.36,0.97,0.46,0.46,0.48,0.74,1.07,1.61,6.60
 Synpcc7942_1557 ,0.73,1.17,4.02,16.71,16.71,8.99,5.55,5.07,1.44,0.25,0.90,4.00,11.07,13.63,9.37,3.23
 Synpcc7942_1558 ,0.17,0.09,0.08,0.09,0.13,0.13,0.14,0.17,0.15,0.06,0.05,0.07,0.08,0.08,0.09,0.07
 Synpcc7942_1559 ,0.54,0.36,0.46,0.52,0.54,0.43,0.47,0.42,0.59,0.32,0.30,0.31,0.40,0.44,0.41,0.54
 Synpcc7942_1560 ,0.25,0.08,0.12,0.11,0.13,0.12,0.15,0.10,0.22,0.09,0.07,0.09,0.10,0.12,0.15,0.07
 Synpcc7942_1561 ,0.98,0.75,1.26,1.35,1.45,1.35,1.62,1.03,0.83,1.57,1.38,1.67,1.82,1.90,1.89,1.31
 Synpcc7942_1562 ,0.85,0.79,1.02,1.14,1.12,1.10,1.15,0.89,0.66,1.25,1.14,1.21,1.27,1.29,1.34,0.86
 Synpcc7942_1563 ,0.04,0.02,0.05,0.07,0.05,0.04,0.04,0.02,0.10,0.07,0.03,0.05,0.05,0.08,0.05,0.05
 Synpcc7942_1564 ,0.09,0.05,0.06,0.06,0.05,0.04,0.05,0.03,0.05,0.07,0.04,0.07,0.04,0.05,0.04,0.01
 Synpcc7942_1565 ,0.55,0.53,0.47,0.36,0.32,0.33,0.34,0.32,0.59,0.52,0.55,0.42,0.43,0.36,0.30,0.26
 Synpcc7942_1566 ,0.23,0.10,0.12,0.09,0.10,0.10,0.12,0.12,0.22,0.13,0.14,0.12,0.09,0.08,0.10,0.07
 Synpcc7942_1567 ,0.04,0.05,0.10,0.61,1.80,1.71,1.58,1.00,0.03,0.02,0.04,0.16,0.56,0.83,1.53,4.89
 Synpcc7942_1568 ,0.12,0.10,0.18,0.23,0.23,0.22,0.19,0.16,0.07,0.06,0.09,0.22,0.33,0.48,0.34,0.69
 Synpcc7942_1569 ,0.11,0.15,0.26,0.38,0.38,0.33,0.34,0.24,0.14,0.10,0.16,0.31,0.50,0.64,0.59,1.28
 Synpcc7942_1570 ,0.07,0.14,0.25,0.40,0.36,0.38,0.34,0.28,0.08,0.09,0.16,0.39,0.63,0.74,0.63,1.44
 Synpcc7942_1571 ,0.03,0.02,0.02,0.05,0.07,0.08,0.08,0.04,0.04,0.02,0.02,0.01,0.03,0.03,0.07,0.18
 Synpcc7942_1572 ,0.02,0.02,0.03,0.12,0.49,0.61,0.60,0.54,0.04,0.01,0.01,0.03,0.16,0.33,0.59,1.72
 Synpcc7942_1573 ,0.03,0.03,0.05,0.15,0.48,0.62,0.63,0.47,0.04,0.01,0.02,0.04,0.16,0.35,0.65,1.59
 Synpcc7942_1574 ,0.03,0.01,0.02,0.07,0.21,0.28,0.27,0.21,0.03,0.01,0.02,0.02,0.08,0.13,0.27,0.58
 Synpcc7942_1575 ,0.02,0.01,0.02,0.03,0.10,0.12,0.11,0.10,0.03,0.01,0.01,0.01,0.03,0.06,0.09,0.19
 Synpcc7942_1576 ,0.03,0.01,0.03,0.02,0.08,0.10,0.11,0.08,0.04,0.02,0.02,0.01,0.02,0.04,0.07,0.15
 Synpcc7942_1577 ,0.34,0.49,0.37,0.33,0.26,0.30,0.30,0.38,0.28,0.53,0.42,0.37,0.29,0.28,0.26,0.22
 Synpcc7942_1578 ,0.59,0.60,0.48,0.51,0.51,0.62,0.57,0.61,0.66,0.56,0.59,0.50,0.47,0.50,0.65,0.74
 Synpcc7942_1579 ,0.02,0.02,0.02,0.02,0.04,0.03,0.05,0.03,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.11
 Synpcc7942_1580 ,0.18,0.26,0.21,0.22,0.17,0.24,0.31,0.28,0.15,0.27,0.24,0.16,0.16,0.22,0.24,0.40
 Synpcc7942_1581 ,0.13,0.08,0.13,0.12,0.10,0.09,0.10,0.07,0.13,0.07,0.07,0.09,0.11,0.10,0.11,0.13
 Synpcc7942_1582 ,0.15,0.20,0.20,0.16,0.16,0.14,0.16,0.18,0.11,0.19,0.15,0.14,0.13,0.13,0.11,0.16
 Synpcc7942_1583 ,0.17,0.20,0.22,0.21,0.27,0.19,0.19,0.16,0.16,0.15,0.13,0.13,0.13,0.15,0.18,0.31
 Synpcc7942_1584 ,0.27,0.21,0.16,0.15,0.16,0.18,0.20,0.21,0.31,0.29,0.25,0.21,0.18,0.18,0.20,0.23
 Synpcc7942_1585 ,0.39,0.22,0.26,0.23,0.20,0.20,0.21,0.13,0.62,0.19,0.24,0.19,0.21,0.18,0.18,0.27
 Synpcc7942_1586 ,0.10,0.13,0.14,0.14,0.12,0.13,0.14,0.11,0.23,0.15,0.14,0.13,0.15,0.15,0.19,0.26
 Synpcc7942_1587 ,1.33,3.06,3.59,4.96,5.63,4.58,3.99,3.22,1.32,1.34,1.44,1.80,3.03,4.28,5.02,9.18
 Synpcc7942_1588 ,0.30,0.23,0.34,0.28,0.21,0.17,0.13,0.13,0.30,0.17,0.22,0.18,0.23,0.18,0.16,0.15
 Synpcc7942_1589 ,0.50,0.32,0.28,0.25,0.25,0.29,0.25,0.34,0.46,0.44,0.34,0.29,0.24,0.23,0.21,0.16
 Synpcc7942_1590 ,0.85,0.89,0.64,0.56,0.62,0.74,0.75,0.79,0.91,1.56,1.28,1.18,0.82,0.77,0.77,0.58
 Synpcc7942_1591 ,1.09,1.45,1.16,0.97,0.88,1.07,1.23,1.30,1.34,2.39,1.78,1.75,1.33,1.20,1.28,1.21
 Synpcc7942_1592 ,0.17,0.14,0.16,0.14,0.11,0.09,0.10,0.11,0.14,0.18,0.18,0.15,0.12,0.12,0.11,0.08
 Synpcc7942_1593 ,3.58,3.63,3.55,3.66,3.24,3.55,3.59,3.39,3.88,4.58,4.31,4.03,3.64,3.50,3.50,2.99
 Synpcc7942_1594 ,2.54,2.14,1.97,1.83,1.86,1.98,2.07,1.98,2.53,3.03,2.70,2.33,2.15,2.07,1.95,1.14
 Synpcc7942_1595 ,1.52,1.05,0.92,0.92,1.01,1.13,1.06,1.11,1.45,1.46,1.27,1.16,0.99,0.94,0.96,0.50
 Synpcc7942_1596 ,0.76,0.32,0.31,0.25,0.28,0.35,0.35,0.41,0.64,0.72,0.48,0.37,0.33,0.28,0.24,0.11
 Synpcc7942_1597 ,3.26,1.71,1.49,1.42,1.45,1.71,1.89,1.88,3.53,3.53,2.74,1.95,1.55,1.42,1.52,1.17
 Synpcc7942_1598 ,1.40,0.73,0.65,0.66,0.66,0.82,0.88,0.78,1.75,1.75,1.32,0.87,0.65,0.64,0.66,0.44
 Synpcc7942_1599 ,1.23,0.64,0.69,0.78,0.85,0.75,0.70,0.70,1.35,0.99,0.89,0.76,0.80,0.81,0.74,0.53
 Synpcc7942_1600 ,0.36,0.29,0.29,0.27,0.25,0.30,0.27,0.28,0.32,0.28,0.24,0.22,0.19,0.22,0.21,0.26
 Synpcc7942_1601 ,0.17,0.11,0.08,0.09,0.06,0.10,0.11,0.12,0.17,0.08,0.10,0.11,0.10,0.07,0.10,0.08
 Synpcc7942_1602 ,0.11,0.06,0.05,0.04,0.04,0.05,0.05,0.07,0.10,0.07,0.05,0.06,0.06,0.05,0.04,0.02
 Synpcc7942_1603 ,1.10,0.76,1.10,1.02,0.57,0.38,0.40,0.41,1.13,0.48,0.65,0.64,0.72,0.62,0.43,0.24
 Synpcc7942_1604 ,0.73,0.32,0.49,0.47,0.29,0.18,0.19,0.18,0.62,0.27,0.39,0.36,0.35,0.32,0.18,0.07
 Synpcc7942_1605 ,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.05
 Synpcc7942_1606 ,0.08,0.18,0.22,0.24,0.18,0.07,0.05,0.05,0.04,0.16,0.44,0.32,0.36,0.30,0.21,0.03
 Synpcc7942_1607 ,0.07,0.03,0.03,0.03,0.03,0.04,0.04,0.02,0.23,0.04,0.02,0.02,0.02,0.02,0.02,0.06
 Synpcc7942_1608 ,0.63,0.57,0.75,0.66,0.49,0.40,0.35,0.40,0.50,0.45,0.53,0.53,0.58,0.50,0.42,0.38
 Synpcc7942_1609 ,0.50,0.89,0.92,0.97,0.70,0.64,0.72,0.90,0.37,0.78,0.86,0.84,0.78,0.81,0.79,0.66
 Synpcc7942_1610 ,0.05,0.03,0.09,0.47,1.57,2.78,3.36,3.03,0.06,0.03,0.05,0.18,0.69,1.20,2.22,7.78
 Synpcc7942_1611 ,0.02,0.02,0.07,0.46,1.35,2.33,2.76,2.32,0.03,0.02,0.06,0.17,0.59,1.10,2.23,7.34
 Synpcc7942_1612 ,0.05,0.04,0.09,0.50,1.85,3.01,3.51,3.15,0.04,0.02,0.05,0.19,0.73,1.41,2.69,9.80
 Synpcc7942_1613 ,2.15,3.08,3.41,3.50,2.56,1.91,1.61,1.61,2.37,3.32,3.60,3.34,4.00,4.08,3.54,1.97
 Synpcc7942_1614 ,7.44,5.65,5.74,5.78,5.39,4.76,5.21,6.90,4.33,8.68,6.68,6.91,6.27,6.22,5.41,3.47
 Synpcc7942_1615 ,6.73,5.59,4.83,4.67,4.09,5.11,5.35,4.38,3.33,8.59,6.77,5.97,5.08,4.39,4.09,3.70
 Synpcc7942_1616 ,3.65,3.20,2.83,2.52,2.42,2.49,2.37,2.48,3.41,3.59,3.41,3.19,2.76,2.70,2.53,2.42
 Synpcc7942_1617 ,2.04,2.36,2.39,2.08,1.62,1.80,1.84,1.80,1.91,2.86,2.60,2.43,2.12,1.98,1.85,1.25
 Synpcc7942_1618 ,1.60,1.26,1.18,1.14,0.91,1.02,1.10,1.10,1.23,1.94,1.62,1.55,1.27,1.18,0.97,0.72
 Synpcc7942_1619 ,1.04,0.81,0.72,0.70,0.63,0.76,0.74,0.79,0.96,0.96,0.93,0.81,0.69,0.69,0.60,0.31
 Synpcc7942_1620 ,0.46,0.26,0.22,0.22,0.20,0.25,0.26,0.24,0.42,0.38,0.31,0.27,0.24,0.22,0.21,0.10
 Synpcc7942_1621 ,0.58,0.61,1.26,1.70,1.26,0.78,0.59,0.50,0.50,0.51,1.00,1.26,1.59,1.66,1.23,0.27
 Synpcc7942_1622 ,0.40,0.27,0.22,0.21,0.29,0.35,0.35,0.35,0.40,0.28,0.26,0.25,0.25,0.24,0.29,0.48
 Synpcc7942_1623 ,0.12,0.06,0.19,0.28,0.18,0.09,0.05,0.04,0.07,0.05,0.08,0.09,0.16,0.14,0.06,0.06
 Synpcc7942_1624 ,0.14,0.16,0.14,0.15,0.13,0.16,0.15,0.16,0.16,0.13,0.11,0.12,0.15,0.16,0.17,0.32
 Synpcc7942_1625 ,0.14,0.10,0.12,0.14,0.13,0.11,0.13,0.12,0.18,0.14,0.16,0.14,0.21,0.20,0.17,0.14
 Synpcc7942_1626 ,0.48,0.56,0.63,0.76,0.76,0.66,0.66,0.61,0.70,0.50,0.54,0.72,0.93,1.03,0.92,0.88
 Synpcc7942_1627 ,0.30,0.32,0.25,0.24,0.28,0.28,0.26,0.29,0.41,0.18,0.21,0.22,0.26,0.30,0.33,0.55
 Synpcc7942_1628 ,0.46,0.99,1.03,0.70,0.42,0.35,0.48,0.34,0.92,1.35,1.29,1.32,1.12,0.99,0.84,0.37
 Synpcc7942_1629 ,0.19,0.16,0.16,0.13,0.06,0.09,0.10,0.12,0.24,0.34,0.31,0.35,0.27,0.21,0.19,0.06
 Synpcc7942_1630 ,5.94,8.56,12.06,13.17,11.88,8.61,8.00,6.83,2.86,4.83,6.43,7.49,10.68,12.75,12.36,1.59
 Synpcc7942_1631 ,2.58,3.84,5.08,6.10,5.03,3.89,3.32,3.25,1.22,2.10,3.15,3.50,5.10,6.04,5.60,0.57
 Synpcc7942_1632 ,0.88,0.76,0.81,0.78,0.76,0.72,0.78,0.62,0.97,1.02,0.95,1.01,0.93,1.00,1.01,0.68
 Synpcc7942_1633 ,0.35,0.77,0.83,0.75,0.76,0.63,0.57,0.57,0.30,0.45,0.36,0.36,0.51,0.50,0.51,0.72
 Synpcc7942_1634 ,0.53,3.64,5.28,6.84,5.30,3.88,3.81,3.16,0.54,3.98,3.66,4.14,5.00,5.31,4.66,1.58
 Synpcc7942_1635 ,3.14,26.53,46.80,63.62,40.46,27.98,23.33,21.81,2.54,32.09,34.76,38.59,43.07,46.19,36.38,12.84
 Synpcc7942_1636 ,0.73,0.60,0.95,1.24,1.62,2.25,2.44,2.60,2.61,0.38,0.73,1.01,1.12,1.73,2.94,6.92
 Synpcc7942_1637 ,0.02,0.03,0.06,0.07,0.07,0.07,0.10,0.03,0.03,0.12,0.11,0.22,0.14,0.11,0.10,0.07
 Synpcc7942_1638 ,1.54,2.10,1.83,1.77,1.50,1.96,1.92,2.18,1.14,2.26,1.86,1.89,1.76,1.69,1.87,1.92
 Synpcc7942_1639 ,0.33,0.43,0.40,0.36,0.32,0.44,0.42,0.37,0.32,0.76,0.65,0.55,0.48,0.48,0.48,0.18
 Synpcc7942_1640 ,0.23,0.23,0.22,0.22,0.25,0.20,0.26,0.21,0.40,0.24,0.26,0.27,0.25,0.24,0.27,0.32
 Synpcc7942_1641 ,0.15,0.21,0.24,0.30,0.19,0.13,0.12,0.11,0.17,0.13,0.13,0.19,0.28,0.22,0.21,0.30
 Synpcc7942_1642 ,0.08,0.07,0.09,0.11,0.12,0.11,0.09,0.07,0.11,0.05,0.06,0.07,0.12,0.12,0.08,0.09
 Synpcc7942_1643 ,0.30,0.37,0.45,0.46,0.58,0.57,0.59,0.49,0.38,0.29,0.28,0.29,0.33,0.40,0.50,1.35
 Synpcc7942_1644 ,0.14,0.20,0.21,0.27,0.42,0.51,0.42,0.36,0.21,0.20,0.20,0.19,0.24,0.30,0.42,0.81
 Synpcc7942_1645 ,0.27,0.30,0.24,0.24,0.32,0.31,0.32,0.39,0.35,0.29,0.25,0.23,0.27,0.29,0.34,0.65
 Synpcc7942_1646 ,0.35,1.17,1.33,1.79,3.11,3.53,3.32,2.96,0.27,0.29,0.34,0.55,1.68,2.66,3.63,11.01
 Synpcc7942_1647 ,0.17,0.14,0.12,0.13,0.22,0.26,0.25,0.23,0.21,0.12,0.11,0.12,0.16,0.19,0.27,0.52
 Synpcc7942_1648 ,0.03,0.04,0.06,0.08,0.07,0.05,0.05,0.09,0.06,0.03,0.05,0.05,0.08,0.07,0.07,0.10
 Synpcc7942_1649 ,0.13,0.20,0.33,0.19,0.12,0.13,0.12,0.12,0.17,0.32,0.45,0.32,0.24,0.25,0.20,0.05
 Synpcc7942_1650 ,0.29,0.32,0.28,0.26,0.20,0.23,0.25,0.24,0.52,0.38,0.36,0.34,0.28,0.28,0.26,0.24
 Synpcc7942_1651 ,0.48,0.42,0.33,0.30,0.34,0.40,0.29,0.39,0.51,0.41,0.40,0.35,0.35,0.36,0.37,0.49
 Synpcc7942_1652 ,0.24,0.13,0.10,0.10,0.12,0.12,0.11,0.13,0.30,0.19,0.15,0.13,0.12,0.10,0.13,0.07
 Synpcc7942_1653 ,0.03,0.03,0.03,0.06,0.16,0.21,0.24,0.24,0.03,0.01,0.01,0.03,0.07,0.11,0.19,0.60
 Synpcc7942_1654 ,0.02,0.05,0.08,0.12,0.15,0.14,0.14,0.09,0.02,0.01,0.01,0.02,0.05,0.07,0.10,0.12
 Synpcc7942_1655 ,0.01,0.05,0.09,0.14,0.21,0.14,0.20,0.09,0.01,0.01,0.02,0.03,0.08,0.15,0.13,0.29
 Synpcc7942_1656 ,0.08,0.44,0.73,1.62,1.91,1.67,1.52,1.09,0.06,0.05,0.09,0.19,0.56,0.87,0.88,3.29
 Synpcc7942_1657 ,0.35,0.42,0.47,0.43,0.54,0.40,0.37,0.39,0.31,0.30,0.19,0.32,0.35,0.30,0.32,0.70
 Synpcc7942_1658 ,0.12,0.33,0.35,0.27,0.25,0.21,0.22,0.23,0.18,0.60,0.61,0.43,0.28,0.29,0.21,0.12
 Synpcc7942_1659 ,0.64,0.73,0.77,0.62,0.50,0.47,0.52,0.50,0.75,1.06,0.90,0.71,0.69,0.55,0.52,0.51
 Synpcc7942_1660 ,0.11,0.12,0.11,0.11,0.09,0.11,0.09,0.08,0.11,0.12,0.13,0.11,0.11,0.10,0.06,0.08
 Synpcc7942_1661 ,0.08,0.06,0.06,0.10,0.35,1.26,2.11,1.36,0.08,0.04,0.02,0.03,0.03,0.05,0.12,5.67
 Synpcc7942_1662 ,0.39,0.33,0.31,0.30,0.26,0.29,0.30,0.34,0.32,0.40,0.42,0.38,0.32,0.28,0.27,0.33
 Synpcc7942_1663 ,0.28,0.15,0.16,0.12,0.13,0.13,0.15,0.15,0.20,0.23,0.16,0.19,0.16,0.13,0.08,0.12
 Synpcc7942_1664 ,0.70,0.56,0.68,0.48,0.42,0.40,0.47,0.49,0.63,0.67,0.61,0.49,0.44,0.45,0.38,0.24
 Synpcc7942_1665 ,0.56,0.45,0.40,0.35,0.27,0.29,0.31,0.34,0.66,0.59,0.58,0.47,0.40,0.38,0.29,0.12
 Synpcc7942_1666 ,0.19,0.27,0.22,0.25,0.27,0.27,0.32,0.25,0.29,0.19,0.14,0.14,0.20,0.21,0.25,0.68
 Synpcc7942_1667 ,0.22,0.31,0.33,0.23,0.15,0.20,0.19,0.22,0.20,0.36,0.31,0.29,0.28,0.21,0.20,0.15
 Synpcc7942_1668 ,0.07,0.04,0.07,0.21,0.44,0.37,0.36,0.27,0.08,0.06,0.06,0.11,0.42,0.56,0.51,0.55
 Synpcc7942_1669 ,0.04,0.02,0.04,0.10,0.22,0.20,0.18,0.14,0.06,0.03,0.04,0.05,0.18,0.27,0.25,0.15
 Synpcc7942_1670 ,0.04,0.01,0.05,0.09,0.13,0.18,0.17,0.21,0.07,0.04,0.03,0.04,0.15,0.21,0.20,0.16
 Synpcc7942_1671 ,0.06,0.04,0.04,0.12,0.20,0.15,0.15,0.14,0.07,0.03,0.03,0.05,0.14,0.20,0.23,0.16
 Synpcc7942_1672 ,1.32,1.63,1.63,1.88,2.01,1.51,1.19,1.27,1.19,1.21,1.21,1.36,1.67,1.80,1.55,1.53
 Synpcc7942_1673 ,1.39,1.79,1.49,1.47,1.40,1.52,1.50,1.38,1.72,1.86,1.50,1.31,1.20,1.39,1.42,1.62
 Synpcc7942_1674 ,4.11,6.00,5.50,5.19,5.18,5.21,5.21,5.43,5.00,4.88,4.16,3.67,3.70,4.08,4.50,6.44
 Synpcc7942_1675 ,0.55,0.43,0.42,0.46,0.62,0.60,0.57,0.55,0.81,0.29,0.27,0.29,0.36,0.43,0.46,1.20
 Synpcc7942_1676 ,0.60,0.33,0.26,0.28,0.31,0.29,0.30,0.32,0.78,0.22,0.21,0.22,0.23,0.29,0.28,0.36
 Synpcc7942_1677 ,0.68,0.50,0.39,0.48,0.70,0.91,0.95,0.82,1.22,0.58,0.61,0.53,0.62,0.73,0.98,0.92
 Synpcc7942_1678 ,0.99,0.94,0.76,0.80,1.27,1.49,1.49,1.09,1.92,1.04,1.00,0.92,1.04,1.37,1.64,2.20
 Synpcc7942_1679 ,3.04,4.00,3.52,3.66,3.26,3.26,3.83,3.90,2.46,5.06,4.09,4.40,3.68,3.69,3.53,2.88
 Synpcc7942_1680 ,0.47,0.64,0.71,0.70,0.94,1.05,0.82,0.78,0.47,0.90,0.87,0.70,0.61,0.67,0.73,0.80
 Synpcc7942_1681 ,0.15,0.14,0.21,0.20,0.29,0.32,0.22,0.19,0.14,0.26,0.27,0.20,0.20,0.19,0.20,0.24
 Synpcc7942_1682 ,0.24,0.16,0.23,0.19,0.13,0.25,0.15,0.18,0.15,0.30,0.27,0.22,0.21,0.14,0.16,0.07
 Synpcc7942_1683 ,0.16,0.16,0.21,0.23,0.13,0.22,0.23,0.12,0.21,0.32,0.26,0.29,0.16,0.15,0.18,0.12
 Synpcc7942_1684 ,0.44,0.50,0.51,0.53,0.55,0.56,0.50,0.55,0.35,0.47,0.42,0.40,0.42,0.46,0.42,0.55
 Synpcc7942_1685 ,0.36,0.53,0.60,0.60,0.47,0.46,0.49,0.42,0.50,0.74,0.66,0.57,0.50,0.46,0.46,0.33
 Synpcc7942_1686 ,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0.02,0.03,0.03,0.03,0.02,0.03
